Title,Date,Url,Author
On the Emergence of Cross-Task Linearity in the Pretraining-Finetuning Paradigm,2024-02-06,http://arxiv.org/abs/2402.03660,Zhanpeng Zhou; Zijun Chen; Yilan Chen; Bo Zhang; Junchi Yan
Does Liking Yellow Imply Driving a School Bus? Semantic Leakage in Language Models,2024-08-12,http://arxiv.org/abs/2408.06518,Hila Gonen; Terra Blevins; Alisa Liu; Luke Zettlemoyer; Noah A. Smith
Large Language Monkeys: Scaling Inference Compute with Repeated Sampling,2024-07-31,http://arxiv.org/abs/2407.21787,Bradley Brown; Jordan Juravsky; Ryan Ehrlich; Ronald Clark; Quoc V. Le; Christopher Ré; Azalia Mirhoseini
Monotonic Representation of Numeric Properties in Language Models,2024-08-15,http://arxiv.org/abs/2408.10381,Benjamin Heinzerling; Kentaro Inui
Masked Mixers for Language Generation and Retrieval,2024-09-02,http://arxiv.org/abs/2409.01482,Benjamin L. Badger
Active-Dormant Attention Heads: Mechanistically Demystifying Extreme-Token Phenomena in LLMs,2024-10-17,http://arxiv.org/abs/2410.13835,Tianyu Guo; Druv Pai; Yu Bai; Jiantao Jiao; Michael I. Jordan; Song Mei
Emergent properties with repeated examples,2024-10-09,http://arxiv.org/abs/2410.07041,François Charton; Julia Kempe
Looking Beyond The Top-1: Transformers Determine Top Tokens In Order,2024-10-26,http://arxiv.org/abs/2410.20210,Daria Lioubashevski; Tomer Schlank; Gabriel Stanovsky; Ariel Goldstein
All or None: Identifiable Linear Properties of Next-token Predictors in Language Modeling,2024-10-30,http://arxiv.org/abs/2410.23501,Emanuele Marconato; Sébastien Lachapelle; Sebastian Weichwald; Luigi Gresele
Weight decay induces low-rank attention layers,2024-10-31,http://arxiv.org/abs/2410.23819,Seijin Kobayashi; Yassir Akram; Johannes Von Oswald
On the loss of context-awareness in general instruction fine-tuning,2024-11-05,http://arxiv.org/abs/2411.02688,Yihan Wang; Andrew Bai; Nanyun Peng; Cho-Jui Hsieh
Active-Dormant Attention Heads: Mechanistically Demystifying Extreme-Token Phenomena in LLMs,2024-10-17,http://arxiv.org/abs/2410.13835,Tianyu Guo; Druv Pai; Yu Bai; Jiantao Jiao; Michael I. Jordan; Song Mei
"The yes-no bias of large language models reflects answer order and wording, not shifts in moral judgment",2026-07-06,http://arxiv.org/abs/2607.05552v1,Haonan Huang
Social Networks of LLM Agents,2026-07-04,http://arxiv.org/abs/2607.03695v1,Kaixuan Liu;Guojun Xiong;Weinan Zhang;Shengpu Tang
How Much of the Routing Gap Is Real? Decomposing the Router-to-Oracle Gap into Reproducible Specialist Advantage and Single-Draw Label Noise,2026-07-03,http://arxiv.org/abs/2607.03436v2,Teng-Ruei Chen
Spectral Signatures of Large Language Models,2026-07-03,http://arxiv.org/abs/2607.03377v1,Zhuoying Zhang;Ishan V. Prasad;Yuanzhe Hu;Zihang Liu;Hengrui Luo;Pu Ren;Yaoqing Yang
Measuring Dead Directions: Decomposing and Classifying Singular Structure off Canonical Alignment,2026-07-01,http://arxiv.org/abs/2607.00603v1,Tejas Pradeep Shirodkar
SemRF: A Semantic Reference Frame for Residual-Stream Dynamics in Language Models,2026-06-30,http://arxiv.org/abs/2606.32022v1,Jian Gu;Aldeida Aleti;Chunyang Chen;Hongyu Zhang
When Calibration Rankings Reverse: Accuracy-Controlled Evaluation for Fair Comparison of LLMs,2026-06-29,http://arxiv.org/abs/2606.30814v1,Zhichao Yang;Caiqi Zhang;Ruihan Yang;Chengzu Li;Nigel Collier;Deqing Yang
Spectral Perturbation of the Empirical Fisher Information Matrix under Weight Quantization,2026-06-26,http://arxiv.org/abs/2606.28432v1,Rahid Zahid Alekberli;Hikmat Karimov
Why Do Accumulated Transformations Extrapolate?,2026-06-23,http://arxiv.org/abs/2606.24975v1,Mahesh Godavarti
Deeper is Not Always Better: Mitigating the Alignment Tax via Confident Layer Decoding,2026-06-20,http://arxiv.org/abs/2606.21906v1,Xuanming Zhang;Sining Zhoubian;Yuxuan Chen;Tianyi Tang;An Yang;Sean Du;Chujie Zheng;Fei Huang;Dayiheng Liu;Gao Huang;Jingren Zhou

Beyond Hooking Onto the World: Referential Profiles and the Numerical Structure of LLM Grounding,2026-06-19,http://arxiv.org/abs/2606.21195v1,Joo Yull Rhee

Contagion Networks: Evaluator Preference Propagation in Multi-Agent LLM Systems,2026-06-18,http://arxiv.org/abs/2606.20493v2,Zewen Liu

From Drift to Coherence: Stabilizing Beliefs in LLMs,2026-06-16,http://arxiv.org/abs/2606.17832v2,SongEun Kim;Seungyoo Lee;Edwin Fong;Hyungi Lee;Juho Lee

Service-Induced Congestion in Memory-Constrained LLM Serving,2026-06-14,http://arxiv.org/abs/2606.15555v1,Ruicheng Ao;Jing Dong;Gan Luo;David Simchi-Levi

Beyond Layer Importance in Layer-wise Sparsity: An Inter-Layer Perturbation-Absorption Perspective,2026-06-13,http://arxiv.org/abs/2606.15161v1,Tao Jing;Ningxin Wu;Chen Kang;Dong Yu;Changliang Li;Pengyuan Liu

Multilingual Sentiment Aware Text Summarization A Reinforcement Learning Approach for Consistency Maintenance,2026-06-08,http://arxiv.org/abs/2606.08940v1,Mikhail Krasitskii;Alexander Gelbukh;Olga Kolesnikova;Grigori Sidorov

"Trust, but Don't Verify: Epistemic Blind Spots in LLM Source Evaluation",2026-06-03,http://arxiv.org/abs/2606.05403v1,Rohan N. Pradhan;Steve Goley

Covert Influence Between Language Models,2026-06-02,http://arxiv.org/abs/2606.04071v1,Avidan Shah;Jay Chooi;Jinghua Ou;Shi Feng

On the Persistent Effects of Lexicality in Large Language Models,2026-06-01,http://arxiv.org/abs/2606.02750v2,Hammad Rizwan;Muhammad Umair Haider;Nishant Subramani;Mona T. Diab;A. B. Siddique;Hassan Sajjad

How can embedding models bind concepts?,2026-05-29,http://arxiv.org/abs/2605.31503v1,Arnas Uselis;Darina Koishigarina;Seong Joon Oh

Cognitive Fatigue in Autoregressive Transformers: Formalization and Measurement,2026-05-29,http://arxiv.org/abs/2605.30981v1,Riju Marwah;Ritvik Garimella;Vishal Pallagani;Atishay Jain;Michael Stewart;Amit Sheth

A Shared Valence Axis Across Modern LLMs and Human EEG: The Saturation Regularity,2026-05-28,http://arxiv.org/abs/2606.00129v1,Yousef A. Radwan;Xuhui Liu;Kilichbek Haydarov;Yuqian Fu;Mohamed Elhoseiny

DEPART: DEcomposing PARiTy across Multilingual LLMs,2026-05-27,http://arxiv.org/abs/2605.28163v1,Manan Uppadhyay;Prashant Kodali;Pranjal Chitale;Reshma Ramaprasad;Himanshu Beniwal;Sunayana Sitaram
