Title,Date,Url,Author
A Theoretical Understanding of Chain-of-Thought: Coherent Reasoning and Error-Aware Demonstration,2024-10-21,https://arxiv.org/abs/2410.16540v1,Yingqian Cui; Pengfei He; Xianfeng Tang; Qi He; Chen Luo; Jiliang Tang; Yue Xing
What Happened in LLMs Layers when Trained for Fast vs. Slow Thinking: A Gradient Perspective,2024-10-31,http://arxiv.org/abs/2410.23743,Ming Li; Yanhong Li; Tianyi Zhou
Rethinking Thinking Tokens: Understanding Why They Underperform in Practice,2024-11-18,http://arxiv.org/abs/2411.11371,Sreeram Vennam; David Valente; David Herel; Ponnurangam Kumaraguru
Transformers Provably Solve Parity Efficiently with Chain of Thought,2024-10-11,http://arxiv.org/abs/2410.08633,Juno Kim; Taiji Suzuki
Geometric Signatures of Reasoning: A Spectral Perspective on Task Hardness,2026-07-02,http://arxiv.org/abs/2607.01571v1,Aria Masoomi;Mahsa Bazzaz;Adel Javanmard;Vahab Mirrokni
What LLMs explain is not what they believe: Evaluating explanation sufficiency under models' own input beliefs,2026-06-26,http://arxiv.org/abs/2606.28615v1,Nhi Nguyen;Shauli Ravfogel;Rajesh Ranganath
Scheduling Thoughts: Learning the Order of Thought in Diffusion Language Models,2026-06-22,http://arxiv.org/abs/2606.23567v1,Jiawei Xu;Minghui Liu;Aakriti Agrawal;Yifan Chen;Furong Huang
Provable Benefits of RLVR over SFT for Reasoning Models: Learning to Backtrack Efficiently,2026-06-22,http://arxiv.org/abs/2606.22938v1,Stanley Wei;Juno Kim
A Verifiable Search Is Not a Learnable Chain-of-Thought,2026-06-20,http://arxiv.org/abs/2606.21884v1,Harsh Patel

Learning through Internalization,2026-06-18,http://arxiv.org/abs/2606.20937v1,Nikolaos Tsilivis;Nirmit Joshi;Marko Medvedev;Julia Kempe;Nati Srebro

What Makes Effective Supervision in Latent Chain-of-Thought: An Information-Theoretic Analysis,2026-06-18,http://arxiv.org/abs/2606.20075v1,Xinghao Chen;Chak Tou Leong;Wenjin Guo;Jian Wang;Wenjie Li;Xiaoyu Shen

Efficiently Representing Algorithms With Chain-of-Thought Transformers,2026-06-18,http://arxiv.org/abs/2606.19697v1,Yanhong Li;Anej Svete;Ashish Sabharwal;William Merrill

Free Energy Heuristics: Fast-And-Frugal Cognition as Active Inference Under Uncertain Precision,2026-06-14,http://arxiv.org/abs/2606.15877v1,Alex Bogdan

Tight Sample Complexity of Transformers,2026-06-08,http://arxiv.org/abs/2606.09731v1,Chenxiao Yang;Nathan Srebro;Zhiyuan Li

An Asymptotic Theory of Chain-of-Thought in In-Context Learning,2026-06-02,http://arxiv.org/abs/2606.03217v1,Kaito Takanami;Cengiz Pehlevan

Unveiling the Entropy Dynamics of Chain-of-Thought Reasoning,2026-06-01,http://arxiv.org/abs/2606.02020v1,Ting Xu;Xu He;Yupu Lu;Jiankai Sun;Dong Li;Wai Lam;Jianye Hao

The Deterministic Horizon: When Extended Reasoning Fails and Tool Delegation Becomes Necessary,2026-05-29,http://arxiv.org/abs/2606.00376v1,Dongxin Guo;Jikun Wu;Siu Ming Yiu

Revealing Algorithmic Deductive Circuits for Logical Reasoning,2026-05-27,http://arxiv.org/abs/2605.27824v1,Phuong Minh Nguyen;Tien Huu Dang;Naoya Inoue

Do Models Know Why They Changed Their Mind? Interpretability and Faithfulness of Chain-of-Thought Under Knowledge Conflict,2026-05-26,http://arxiv.org/abs/2605.27773v1,Pruthvinath Jeripity Venkata
