Title,Date,Url,Author
Finding Transformer Circuits with Edge Pruning,2024-06-24,http://arxiv.org/abs/2406.16778,Adithya Bhaskar; Alexander Wettig; Dan Friedman; Danqi Chen
Unlocking the Future: Exploring Look-Ahead Planning Mechanistic Interpretability in Large Language Models,2024-06-23,http://arxiv.org/abs/2406.16033,Tianyi Men; Pengfei Cao; Zhuoran Jin; Yubo Chen; Kang Liu; Jun Zhao
Large Language Models are Interpretable Learners,2024-06-25,http://arxiv.org/abs/2406.17224,Ruochen Wang; Si Si; Felix Yu; Dorothea Wiesmann; Cho-Jui Hsieh; Inderjit Dhillon
Transformer Normalisation Layers and the Independence of Semantic Subspaces,2024-06-25,http://arxiv.org/abs/2406.17837,Stephen Menary; Samuel Kaski; Andre Freitas
Refusal in Language Models Is Mediated by a Single Direction,2024-06-17,http://arxiv.org/abs/2406.11717,Andy Arditi; Oscar Obeso; Aaquib Syed; Daniel Paleka; Nina Panickssery; Wes Gurnee; Neel Nanda
Clustering in pure-attention hardmax transformers and its role in sentiment analysis,2024-06-26,http://arxiv.org/abs/2407.01602,Albert Alcalde; Giovanni Fantuzzi; Enrique Zuazua
Observable Propagation: Uncovering Feature Vectors in Transformers,2024-06-04,http://arxiv.org/abs/2406.16291,Jacob Dunefsky; Arman Cohan
"Answer, Assemble, Ace: Understanding How Transformers Answer Multiple Choice Questions",2024-07-21,http://arxiv.org/abs/2407.15018,Sarah Wiegreffe; Oyvind Tafjord; Yonatan Belinkov; Hannaneh Hajishirzi; Ashish Sabharwal
Transformer Layers as Painters,2024-07-12,http://arxiv.org/abs/2407.09298,Qi Sun; Marc Pickett; Aakash Kumar Nain; Llion Jones
Monitoring Latent World States in Language Models with Propositional Probes,2024-06-27,http://arxiv.org/abs/2406.19501,Jiahai Feng; Stuart Russell; Jacob Steinhardt
GiLOT: Interpreting Generative Language Models via Optimal Transport,2024-05-02,https://openreview.net/pdf?id=qKL25sGjxL,Xuhong Li; Jiamin Chen; Yekun Chai; Haoyi Xiong
A Mechanistic Interpretation of Syllogistic Reasoning in Auto-Regressive Language Models,2024-08-16,http://arxiv.org/abs/2408.08590,Geonhee Kim; Marco Valentino; André Freitas
Monotonic Representation of Numeric Properties in Language Models,2024-08-15,http://arxiv.org/abs/2408.10381,Benjamin Heinzerling; Kentaro Inui
The Mechanics of Conceptual Interpretation in GPT Models: Interpretative Insights,2024-08-05,http://arxiv.org/abs/2408.11827,Nura Aljaafari; Danilo S. Carvalho; André Freitas
A Mechanistic Interpretation of Syllogistic Reasoning in Auto-Regressive Language Models,2024-08-16,http://arxiv.org/abs/2408.08590,Geonhee Kim; Marco Valentino; André Freitas
Transformer Circuit Faithfulness Metrics are not Robust,2024-07-11,http://arxiv.org/abs/2407.08734,Joseph Miller; Bilal Chughtai; William Saunders
LLM Circuit Analyses Are Consistent Across Training and Scale,2024-07-15,http://arxiv.org/abs/2407.10827,Curt Tigges; Michael Hanna; Qinan Yu; Stella Biderman
Modularity in Transformers: Investigating Neuron Separability & Specialization,2024-08-30,http://arxiv.org/abs/2408.17324,Nicholas Pochinkov; Thomas Jones; Mohammed Rashidur Rahman
Extracting Paragraphs from LLM Token Activations,2024-09-10,http://arxiv.org/abs/2409.06328,Nicholas Pochinkov; Angelo Benoit; Lovkush Agarwal; Zainab Ali Majid; Lucile Ter-Minassian
Explaining Datasets in Words: Statistical Models with Natural Language Parameters,2024-09-13,http://arxiv.org/abs/2409.08466,Ruiqi Zhong; Heng Wang; Dan Klein; Jacob Steinhardt
Optimal ablation for interpretability,2024-09-16,http://arxiv.org/abs/2409.09951,Maximilian Li; Lucas Janson
