Title,Date,Url,Author
In-context Learning with Transformer Is Really Equivalent to a Contrastive Learning Pattern,2023-10-19,http://arxiv.org/abs/2310.13220,"Ren, Ruifeng; Liu, Yong"

How Do Transformers Learn In-Context Beyond Simple Functions? A Case Study on Learning with Representations,2023-10-16,http://arxiv.org/abs/2310.10616,"Guo, Tianyu; Hu, Wei; Mei, Song; Wang, Huan; Xiong, Caiming; Savarese, Silvio; Bai, Yu"

Understanding In-Context Learning in Transformers and LLMs by Learning to Learn Discrete Functions,2023-10-13,https://openreview.net/forum?id=ekeyCgeRfC,"Bhattamishra, Satwik; Patel, Arkil; Blunsom, Phil; Kanade, Varun"

How Many Pretraining Tasks Are Needed for In-Context Learning of Linear Regression?,2023-10-13,https://openreview.net/forum?id=vSh5ePa0ph,"Wu, Jingfeng; Zou, Difan; Chen, Zixiang; Braverman, Vladimir; Gu, Quanquan; Bartlett, Peter"

In-Context Learning Learns Label Relationships but Is Not Conventional Learning,2023-10-13,https://openreview.net/forum?id=YPIA7bgd5y,"Kossen, Jannik; Gal, Yarin; Rainforth, Tom"

In-context Convergence of Transformers,2023-10-13,https://openreview.net/forum?id=kxpswbhr1r,"Huang, Yu; Cheng, Yuan; Liang, Yingbin"

In-Context Learning through the Bayesian Prism,2023-10-13,https://openreview.net/forum?id=HX5ujdsSon,"Panwar, Madhur; Ahuja, Kabir; Goyal, Navin"

Do pretrained Transformers Really Learn In-context by Gradient Descent?,2023-10-12,http://arxiv.org/abs/2310.08540,"Shen, Lingfeng; Mishra, Aayush; Khashabi, Daniel"

"What and How does In-Context Learning Learn? Bayesian Model Averaging, Parameterization, and Generalization",2023-10-10,http://arxiv.org/abs/2305.19420,"Zhang, Yufeng; Zhang, Fengzhuo; Yang, Zhuoran; Wang, Zhaoran"

Explaining Emergent In-Context Learning as Kernel Regression,2023-10-05,http://arxiv.org/abs/2305.12766,"Han, Chi; Wang, Ziqi; Zhao, Han; Ji, Heng"

CausalLM is not optimal for in-context learning,2023-09-02,http://arxiv.org/abs/2308.06912,"Ding, Nan; Levinboim, Tomer; Wu, Jialin; Goodman, Sebastian; Soricut, Radu"

One Step of Gradient Descent is Provably the Optimal In-Context Learner with One Layer of Linear Self-Attention,2023-07-07,http://arxiv.org/abs/2307.03576,"Mahankali, Arvind; Hashimoto, Tatsunori B.; Ma, Tengyu"

Transformers as Statisticians: Provable In-Context Learning with In-Context Algorithm Selection,2023-07-06,http://arxiv.org/abs/2306.04637,"Bai, Yu; Chen, Fan; Wang, Huan; Xiong, Caiming; Mei, Song"

Transformers Learn In-Context by Gradient Descent,2023-06-15,https://openreview.net/forum?id=tHvXrFQma5,"Oswald, Johannes Von; Niklasson, Eyvind; Randazzo, Ettore; Sacramento, Joao; Mordvintsev, Alexander; Zhmoginov, Andrey; Vladymyrov, Max"

The Closeness of In-Context Learning and Weight Shifting for Softmax Regression,2023-04-26,http://arxiv.org/abs/2304.13276,"Li, Shuai; Song, Zhao; Xia, Yu; Yu, Tong; Zhou, Tianyi"

A Theory of Emergent In-Context Learning as Implicit Structure Induction,2023-03-14,http://arxiv.org/abs/2303.07971,"Hahn, Michael; Goyal, Navin"

The Learnability of In-Context Learning,2023-03-14,http://arxiv.org/abs/2303.07895,"Wies, Noam; Levine, Yoav; Shashua, Amnon"

What Can Transformers Learn In-Context? A Case Study of Simple Function Classes,2023-01-14,http://arxiv.org/abs/2208.01066,"Garg, Shivam; Tsipras, Dimitris; Liang, Percy; Valiant, Gregory"

Transformers generalize differently from information stored in context vs in weights,2022-10-13,http://arxiv.org/abs/2210.05675,"Chan, Stephanie C. Y.; Dasgupta, Ishita; Kim, Junkyung; Kumaran, Dharshan; Lampinen, Andrew K.; Hill, Felix"

Transformers Learn Higher-Order Optimization Methods for In-Context Learning: A Study with Linear Models,2023-10-26,https://arxiv.org/abs/2310.17086v1,"Fu, Deqing; Chen, Tian-Qi; Jia, Robin; Sharan, Vatsal"
